time_s,phase,x_m,y_m,z_m,linear_speed_mps,angular_speed_radps
0.0,initial,0.0,0.0,0.045399999999999996,0.0,0.0
0.0005,loaded,0.0,0.0,0.045397547499999996,0.004905,0.0
0.001,loaded,0.0,0.0,0.0453926425,0.00981,0.0
0.0015,loaded,0.0,0.0,0.045385285,0.014714999999999999,0.0
0.002,loaded,0.0,0.0,0.045375475,0.01962,0.0
0.0025,loaded,0.0,0.0,0.0453632125,0.024524999999999998,0.0
0.003,loaded,0.0,0.0,0.0453484975,0.029429999999999998,0.0
0.0035,loaded,0.0,0.0,0.04533133,0.034335,0.0
0.004,loaded,0.0,0.0,0.045311710000000005,0.03924,0.0
0.0045000000000000005,loaded,0.0,0.0,0.04528963750000001,0.044145,0.0
0.005000000000000001,loaded,0.0,0.0,0.04526511250000001,0.049049999999999996,0.0
0.005500000000000001,loaded,0.0,0.0,0.04523813500000001,0.05395499999999999,0.0
0.006000000000000002,loaded,0.0,0.0,0.045208705000000016,0.05885999999999998,0.0
0.006500000000000002,loaded,0.0,0.0,0.04517682250000002,0.06376499999999997,0.0
0.007000000000000003,loaded,0.0,0.0,0.045142487500000016,0.06866999999999997,0.0
0.007500000000000003,loaded,0.0,0.0,0.04510570000000001,0.07357499999999996,0.0
0.008000000000000004,loaded,0.0,0.0,0.04506646000000001,0.07847999999999995,0.0
0.008500000000000004,loaded,0.0,0.0,0.04502476750000001,0.08338499999999995,0.0
0.009000000000000005,loaded,0.0,0.0,0.044980622500000005,0.08828999999999994,0.0
0.009500000000000005,loaded,0.0,0.0,0.044934025,0.09319499999999993,0.0
0.010000000000000005,loaded,0.0,0.0,0.044884975,0.09809999999999992,0.0
0.010500000000000006,loaded,0.0,0.0,0.0448334725,0.10300499999999992,0.0
0.011000000000000006,loaded,0.0,0.0,0.0447795175,0.10790999999999991,0.0
0.011500000000000007,loaded,0.0,0.0,0.044723109999999996,0.1128149999999999,0.0
0.012000000000000007,loaded,0.0,0.0,0.044664249999999996,0.1177199999999999,0.0
0.012500000000000008,loaded,0.0,0.0,0.044602937499999995,0.12262499999999989,0.0
0.013000000000000008,loaded,0.0,0.0,0.044539172499999995,0.12752999999999987,0.0
0.013500000000000009,loaded,0.0,0.0,0.044472954999999995,0.13243499999999986,0.0
0.014000000000000009,loaded,0.0,0.0,0.044404284999999995,0.13733999999999985,0.0
